,date,Ticker,Close,High,Low,Open,Volume
418,2026-05-15,ORCL,192.95,196.43,188.9,190.49,15747100
419,2026-05-15,PG,141.57,143.4,141.2,143.4,6989400
420,2026-05-15,TSLA,422.24,434.66,422.0,433.98,52688700
421,2026-05-15,UNH,393.85,397.63,390.25,394.3,9811200
422,2026-05-15,V,325.75,329.01,323.84,324.0,6054500
423,2026-05-15,WMT,131.45,133.95,130.79,133.69,25323000
424,2026-05-15,XOM,157.92,158.0,153.0,153.75,27882400
425,2026-05-18,AAPL,297.84,300.66,294.91,300.24,34483000
426,2026-05-18,ABBV,209.41,211.36,207.68,210.37,5069000
427,2026-05-18,AMZN,264.86,268.85,262.53,263.87,33690800
428,2026-05-18,AVGO,420.71,422.01,414.37,421.41,17863300
429,2026-05-18,BAC,50.69,50.92,49.72,49.72,33404100
430,2026-05-18,BRK-B,488.38,489.36,481.0,481.13,5030700
431,2026-05-18,COST,1076.47,1079.83,1045.0,1050.0,2295200
432,2026-05-18,CVX,194.34,194.42,187.31,189.43,9869700
433,2026-05-18,GOOGL,396.94,408.61,394.53,395.69,26837200
434,2026-05-18,HD,299.81,303.78,297.3,299.25,6366100
435,2026-05-18,JNJ,228.92,229.7,225.86,226.71,10141600
436,2026-05-18,JPM,300.73,301.26,297.22,298.0,7546300
437,2026-05-18,LLY,988.09,1003.0,978.87,1000.61,2016000
438,2026-05-18,MA,505.79,506.23,490.95,491.49,4076600
439,2026-05-18,META,611.21,615.59,603.69,609.11,13772400
440,2026-05-18,MRK,112.56,112.89,110.97,111.43,8047200
441,2026-05-18,MSFT,422.62,424.2,414.71,415.72,32564100
442,2026-05-18,NVDA,222.32,230.0,218.37,229.87,146280900
443,2026-05-18,ORCL,186.61,190.76,183.27,190.0,19114300
444,2026-05-18,PG,142.39,144.43,141.63,142.1,7731200
445,2026-05-18,TSLA,409.99,421.13,405.33,419.27,52474200
446,2026-05-18,UNH,391.13,392.14,383.5,390.0,8400700
447,2026-05-18,V,332.64,333.43,323.77,324.43,5305800
448,2026-05-18,WMT,133.34,133.47,131.13,131.52,17183200
449,2026-05-18,XOM,160.49,161.73,155.23,157.32,20065200
450,2026-05-19,AAPL,298.97,300.51,296.35,296.97,42243600
451,2026-05-19,ABBV,213.76,215.8,208.73,209.9,7220300
452,2026-05-19,AMZN,259.34,262.25,255.19,262.04,40340700
453,2026-05-19,AVGO,411.07,417.95,405.86,409.82,20652100
454,2026-05-19,BAC,50.7,51.28,50.38,50.73,44154600
455,2026-05-19,BRK-B,480.46,488.13,480.11,487.0,5599900
456,2026-05-19,COST,1094.32,1096.5,1072.1,1077.0,2853300
457,2026-05-19,CVX,197.25,198.87,193.47,194.93,11819200
458,2026-05-19,GOOGL,387.66,397.15,386.11,396.96,39545700
459,2026-05-19,HD,302.44,303.19,289.1,291.87,8692500
460,2026-05-19,JNJ,230.0,230.85,228.04,228.94,9677900
461,2026-05-19,JPM,295.7,301.79,295.26,301.09,8066900
462,2026-05-19,LLY,1021.41,1021.8,984.6,989.51,3796000
463,2026-05-19,MA,499.7,512.9,498.5,507.56,3378300
464,2026-05-19,META,602.61,613.93,600.55,608.92,11749900
465,2026-05-19,MRK,114.24,115.1,112.13,112.56,7555400
466,2026-05-19,MSFT,416.52,431.76,415.59,428.97,33018700
467,2026-05-19,NVDA,220.61,224.48,217.91,219.62,140948200
468,2026-05-19,ORCL,181.46,188.72,180.93,186.0,16717700
469,2026-05-19,PG,141.3,143.71,140.85,142.47,8355800
470,2026-05-19,TSLA,404.11,405.63,393.63,403.16,46500600
471,2026-05-19,UNH,389.24,394.99,387.51,390.0,5016800
472,2026-05-19,V,329.91,335.17,329.49,333.33,12858100
473,2026-05-19,WMT,134.2,135.16,132.06,132.94,16957100
474,2026-05-19,XOM,162.55,163.32,159.64,161.5,20715600
475,2026-05-20,AAPL,302.25,302.8,298.08,298.18,38229800
476,2026-05-20,ABBV,212.3,214.5,211.5,213.36,5129000
477,2026-05-20,AMZN,265.01,265.58,259.53,260.05,34933200
478,2026-05-20,AVGO,417.76,424.17,411.42,412.81,16312600
479,2026-05-20,BAC,51.23,51.58,50.49,50.99,47739400
480,2026-05-20,BRK-B,480.9,482.72,477.62,482.0,4647500
481,2026-05-20,COST,1074.01,1089.74,1072.0,1089.37,2223400
482,2026-05-20,CVX,191.33,198.19,191.27,196.25,14564900
483,2026-05-20,GOOGL,388.91,393.86,382.9,387.7,31744400
484,2026-05-20,HD,310.58,311.01,296.67,301.06,5810900
485,2026-05-20,JNJ,229.32,232.0,229.17,231.69,7353800
486,2026-05-20,JPM,301.98,302.93,293.67,296.7,9327000
487,2026-05-20,LLY,1018.87,1037.88,1003.69,1024.99,2998800
488,2026-05-20,MA,498.04,499.7,490.8,493.5,3615700
489,2026-05-20,META,605.06,608.0,597.81,600.76,11329700
490,2026-05-20,MRK,113.0,114.95,112.9,114.63,9130600
491,2026-05-20,MSFT,420.15,421.19,410.41,413.27,27864000
492,2026-05-20,NVDA,223.47,226.13,220.5,223.18,184201600
493,2026-05-20,ORCL,188.16,188.22,178.8,179.94,16517200
494,2026-05-20,PG,142.44,143.22,140.62,141.45,8375600
495,2026-05-20,TSLA,417.26,417.46,406.39,407.6,45294700
496,2026-05-20,UNH,383.3,393.38,380.7,389.55,7783900
497,2026-05-20,V,330.75,331.66,326.82,330.09,9422500
498,2026-05-20,WMT,130.85,133.65,130.33,132.91,28471600
499,2026-05-20,XOM,156.28,163.68,156.27,161.61,18509700
500,2026-05-21,AAPL,304.99,305.54,300.4,301.06,42965100
501,2026-05-21,ABBV,214.5,215.64,209.5,210.95,3813800
502,2026-05-21,AMZN,268.46,269.49,261.37,263.5,36591700
503,2026-05-21,AVGO,414.57,422.25,410.5,413.55,16865300
504,2026-05-21,BAC,51.49,51.5,50.76,51.0,27461900
505,2026-05-21,BRK-B,479.98,480.5,475.5,479.99,3294000
506,2026-05-21,COST,1050.45,1064.73,1039.01,1063.41,2149700
507,2026-05-21,CVX,191.01,194.16,189.0,193.79,9051200
508,2026-05-21,GOOGL,387.66,392.5,383.02,385.7,24852800
509,2026-05-21,HD,313.78,313.99,304.38,306.36,4516600
510,2026-05-21,JNJ,231.73,231.89,227.35,229.32,5239000
511,2026-05-21,JPM,303.0,303.98,300.21,301.23,7874400
512,2026-05-21,LLY,1041.65,1047.3,1022.0,1024.3,2705200
513,2026-05-21,MA,499.62,501.38,490.07,496.0,2474600
514,2026-05-21,META,607.38,609.6,594.81,600.0,13476100
515,2026-05-21,MRK,115.88,115.98,112.09,112.79,7402700
516,2026-05-21,MSFT,419.09,426.34,415.71,424.75,31393500
517,2026-05-21,NVDA,219.51,227.4,217.93,222.29,203381800
518,2026-05-21,ORCL,189.77,192.82,187.2,189.01,12119700
519,2026-05-21,PG,143.4,143.72,140.09,141.88,6297300
520,2026-05-21,TSLA,417.85,426.95,412.9,422.18,42636900
521,2026-05-21,UNH,382.48,386.11,380.54,381.12,4732500
522,2026-05-21,V,331.12,332.52,327.24,329.84,7034500
523,2026-05-21,WMT,121.34,125.8,120.39,124.41,53006600
524,2026-05-21,XOM,155.29,159.39,153.46,158.42,17061700
525,2026-05-22,AAPL,308.82,311.4,305.84,306.12,43627900
526,2026-05-22,ABBV,215.7,220.01,215.7,217.0,5406100
527,2026-05-22,AMZN,266.32,269.79,266.24,268.66,27470500
528,2026-05-22,AVGO,414.14,419.99,410.21,417.49,14062100
529,2026-05-22,BAC,51.8,52.15,51.65,51.69,26666900
530,2026-05-22,BRK-B,486.38,487.19,479.49,479.65,4338200
531,2026-05-22,COST,1028.24,1045.64,1025.19,1039.99,2048300
532,2026-05-22,CVX,191.43,192.0,189.8,190.37,7209600
533,2026-05-22,GOOGL,382.97,388.74,381.77,387.35,20401900
534,2026-05-22,HD,313.07,314.96,311.46,314.5,2963800
535,2026-05-22,JNJ,234.34,235.5,232.72,233.0,5462300
536,2026-05-22,JPM,306.38,307.45,303.84,304.68,5973900
537,2026-05-22,LLY,1065.0,1070.34,1047.07,1049.81,3470600
538,2026-05-22,MA,498.54,504.26,497.32,499.11,1959300
539,2026-05-22,META,610.26,614.81,606.95,607.88,11671600
540,2026-05-22,MRK,122.41,122.66,120.08,120.55,14749200
541,2026-05-22,MSFT,418.57,424.4,416.33,419.54,22341900
542,2026-05-22,NVDA,215.33,221.01,214.8,220.9,168346300
543,2026-05-22,ORCL,192.08,197.0,191.1,191.67,10844900
544,2026-05-22,PG,144.44,144.64,143.53,143.87,4616700
545,2026-05-22,TSLA,426.01,431.51,420.51,422.67,45944100
546,2026-05-22,UNH,388.47,390.54,381.01,381.92,5598600
547,2026-05-22,V,328.88,333.43,328.82,330.52,7462100
548,2026-05-22,WMT,120.27,121.95,118.91,121.34,30295700
549,2026-05-22,XOM,154.92,155.55,153.17,154.03,12924600
